epoch,object,rv,rv_err,instrument,sep,sep_err,pa,pa_err
55606.68639450986,0,-0.027160442710800498,0.0012437185049057,hires_j,,,,
55606.68748256983,0,-0.0224072540344379,0.00126932156085968,hires_j,,,,
55904.67193028983,0,-0.09099449914976541,0.0009703689813613891,hires_j,,,,
56109.25608116016,0,-0.132725898424884,0.0010721091032028201,hires_j,,,,
56114.25139121013,0,-0.129469796891313,0.00107459247112274,hires_j,,,,
56319.603330850136,0,-0.169219324816826,0.00112071132659912,hires_j,,,,
56639.610955529846,0,-0.21677997185298,0.0010182317495346098,hires_j,,,,
56640.5838741702,0,-0.21644790462501598,0.00096165269613266,hires_j,,,,
56827.26302416017,0,-0.244293089411713,0.00107109296321869,hires_j,,,,
56829.24093641015,0,-0.242229123294939,0.00103486633300781,hires_j,,,,
56851.240665659774,0,-0.245171956091794,0.0010743378400802602,hires_j,,,,
57057.46796726994,0,-0.271097045289099,0.00119777524471283,hires_j,,,,
57061.476224930026,0,-0.274270567704006,0.00106518876552582,hires_j,,,,
57061.640900619794,0,-0.27360586442865903,0.00115150463581085,hires_j,,,,
57150.42249112995,0,-0.281634967965106,0.00117491722106934,hires_j,,,,
57200.245766450185,0,-0.2912212118857,0.00107927799224854,hires_j,,,,
57411.68569472991,0,-0.318579214902768,0.00109914755821228,hires_j,,,,
57556.24428104004,0,-0.33545167895995603,0.00104954349994659,hires_j,,,,
57711.666652780026,0,-0.351012112872138,0.00124238693714142,hires_j,,,,
57764.63345981017,0,-0.35447564197644094,0.0012429099082946799,hires_j,,,,
57774.68960777996,0,-0.355372360143755,0.00128530120849609,hires_j,,,,
57804.41639161995,0,-0.353830477480116,0.00125237882137299,hires_j,,,,
54084.572896829806,0,0.390762243411334,0.0010196099281311,hires_j,,,,
54084.57393892994,0,0.391722218827763,0.00106414139270782,hires_j,,,,
54084.575062039774,0,0.39097920814345805,0.00105576193332672,hires_j,,,,
57939.23687579995,0,-0.36658998397618303,0.0011033166646957399,hires_j,,,,
57940.287354909815,0,-0.370485398479642,0.00103421318531036,hires_j,,,,
54138.59512624005,0,0.377018884312453,0.000988640666007996,hires_j,,,,
54138.59584429022,0,0.378075706791325,0.000970608949661255,hires_j,,,,
54138.59653834021,0,0.37852855869227003,0.00104340946674347,hires_j,,,,
58284.24013685994,0,-0.39599224923028603,0.0009885563254356379,hires_j,,,,
58307.2541373102,0,-0.39679687316702106,0.0011876800060272202,hires_j,,,,
54216.41889033979,0,0.349583907459415,0.0009822132587432857,hires_j,,,,
54216.41973529989,0,0.349000599732903,0.000993163347244263,hires_j,,,,
54216.42049926007,0,0.35301901602350405,0.00105428409576416,hires_j,,,,
58491.58958608983,0,-0.409622950234569,0.0010124907493591299,hires_j,,,,
58615.25673860032,0,-0.41296638618669,0.00133817315101624,hires_j,,,,
54454.61398267979,0,0.276847549366489,0.0010974261760711699,hires_j,,,,
54455.637267149985,0,0.27452967567767295,0.0010444747209549,hires_j,,,,
54460.648320659995,0,0.276877941184895,0.00111599326133728,hires_j,,,,
54461.60749119008,0,0.277446067096551,0.0012261050939559898,hires_j,,,,
54463.6013577003,0,0.27675623329447396,0.00130799329280853,hires_j,,,,
54492.63381863991,0,0.262266352312495,0.00112937605381012,hires_j,,,,
54547.46531587001,0,0.254482550754706,0.0011458266973495498,hires_j,,,,
54548.47751962021,0,0.24917744005371498,0.0011649512052536,hires_j,,,,
54643.25474333018,0,0.22114015259185502,0.0011383535861968998,hires_j,,,,
54809.64405036019,0,0.17311788013737497,0.0012524954080581699,hires_j,,,,
54864.59120236989,0,0.153390525644512,0.00111954092979431,hires_j,,,,
54865.5514041502,0,0.160708285921836,0.00114283132553101,hires_j,,,,
54867.6165932701,0,0.16188002482709798,0.0017428054809570301,hires_j,,,,
54985.28076067008,0,0.126250903096236,0.00109445953369141,hires_j,,,,
54986.324300989974,0,0.12571359193634898,0.001087078332901,hires_j,,,,
54987.27442421997,0,0.12726257429506999,0.00112523150444031,hires_j,,,,
54988.26541020023,0,0.12161038324741899,0.0011070202589035,hires_j,,,,
55015.31639254,0,0.111712719779528,0.0010888284444809,hires_j,,,,
55192.67855332,0,0.0714041818411939,0.00111425769329071,hires_j,,,,
55197.68156115012,0,0.0664125311241698,0.0011550542116165199,hires_j,,,,
55313.342118519824,0,0.0397387635923518,0.00111046361923218,hires_j,,,,
55319.31387287006,0,0.0332123210804989,0.00250106167793274,hires_j,,,,
55319.31808562018,0,0.0320341945986778,0.002370680809021,hires_j,,,,
55319.32412726991,0,0.0337575033975023,0.00204794597625732,hires_j,,,,
55319.326766110025,0,0.041028484101063,0.0011936513185501101,hires_j,,,,
55319.328433009796,0,0.0380248898610542,0.00124667358398438,hires_j,,,,
55351.2355557899,0,0.0355519145874173,0.0010240792036056501,hires_j,,,,
55377.239405510016,0,0.021158282022898198,0.00104648053646088,hires_j,,,,
56740.30882126,0,0.100318461182589,0.00237852334976196,apf,,,,
56754.33343480015,0,0.0922742560511516,0.00233115005493164,apf,,,,
56754.33672179002,0,0.09639404582564569,0.00219310116767883,apf,,,,
56754.34035579022,0,0.09437315317972392,0.00226142764091492,apf,,,,
56758.26594666997,0,0.09327616771655702,0.00278701305389404,apf,,,,
56758.35096766008,0,0.103976631370289,0.00240535569190979,apf,,,,
56792.2185055702,0,0.09591483314349909,0.00277920746803284,apf,,,,
57121.31457972014,0,0.047786449107071395,0.0019476517438888504,apf,,,,
57123.32736568013,0,0.0492487928402714,0.0021564795970916697,apf,,,,
57125.36485463986,0,0.05633274254562601,0.0023859603404998804,apf,,,,
57127.263534599915,0,0.05370788034369679,0.0020760302543640103,apf,,,,
57138.25914938003,0,0.0429398059703006,0.00213465046882629,apf,,,,
57142.31651929952,0,0.0485515679243412,0.00267777538299561,apf,,,,
57143.240681279916,0,0.0420068419503795,0.00247944378852844,apf,,,,
57439.50441817008,0,0.0100134466358863,0.00210501933097839,apf,,,,
57449.50433812989,0,0.009661887406015401,0.00223322582244873,apf,,,,
57465.41867107991,0,0.010250576566097902,0.0022450616359710697,apf,,,,
57707.55841686018,0,-0.0168338307060089,0.00200267887115479,apf,,,,
57872.218785789795,0,-0.0274766028796457,0.00206838726997375,apf,,,,
57875.23426485015,0,-0.029328205034681202,0.0021177184581756595,apf,,,,
58088.50791702978,0,-0.045305517071181606,0.0019193350076675399,apf,,,,
58093.52777817985,0,-0.053201417311703,0.00246769118309021,apf,,,,
58094.49227820989,0,-0.0496207070128239,0.0019705322980880704,apf,,,,
58115.416991849896,0,-0.056833288102652396,0.00259569311141968,apf,,,,
58115.58001685003,0,-0.04987343364498711,0.00213714599609375,apf,,,,
58119.575934980065,0,-0.05606532233352721,0.00235969066619873,apf,,,,
58129.55762529001,0,-0.057792890648835,0.0020578858852386495,apf,,,,
58131.41768635018,0,-0.057177371334417706,0.00222425746917725,apf,,,,
58131.5339133502,0,-0.0569459865375617,0.00200611853599548,apf,,,,
58156.381388159934,0,-0.0567524932911111,0.0020191993713378903,apf,,,,
58156.536677159835,0,-0.0570290769802667,0.00265378046035767,apf,,,,
58159.52605326008,0,-0.0573744600417569,0.00225322341918945,apf,,,,
58160.410662290175,0,-0.0633897862130181,0.0031084182262420693,apf,,,,
58162.38578034984,0,-0.056799149247197,0.00208647203445435,apf,,,,
58165.36364044994,0,-0.0572248754914192,0.0020361273288726804,apf,,,,
58165.509853459895,0,-0.0576065067802844,0.0021169867515563995,apf,,,,
58166.44297649013,0,-0.0623682805777264,0.0020773720741272,apf,,,,
58196.32417349983,0,-0.0581852855767763,0.00187432706356049,apf,,,,
58204.265498769935,0,-0.06300823733078821,0.0021926600933075,apf,,,,
58210.31014598021,0,-0.0639170213238245,0.00214657378196716,apf,,,,
58222.20566439023,0,-0.0587902400219122,0.0018747110366821298,apf,,,,
58228.32360361004,0,-0.0635673517449122,0.0016823580265045198,apf,,,,
58230.22157968022,0,-0.0670888989982868,0.00222151398658752,apf,,,,
58233.2607927802,0,-0.06095456526014591,0.0021511030197143605,apf,,,,
58241.27447307017,0,-0.06313826337015001,0.0020903284549713104,apf,,,,
58247.275392290205,0,-0.0647663182361557,0.00232704257965088,apf,,,,
58250.250583389774,0,-0.0634464665955312,0.00229836750030518,apf,,,,
58267.1837240099,0,-0.0635392310633117,0.0025041313171386696,apf,,,,
58275.18540030997,0,-0.0651454614255626,0.00218885135650635,apf,,,,
58291.18903292017,0,-0.0634421321536661,0.0018257569074630702,apf,,,,
58509.36903198995,0,-0.0869310609243735,0.00287777400016785,apf,,,,
58509.482964999974,0,-0.07622698851679459,0.00216144895553589,apf,,,,
58509.51332599996,0,-0.0847373295216195,0.0022406177520752,apf,,,,
58509.59364600014,0,-0.085391631336251,0.0023910658359527596,apf,,,,
58561.31820135983,0,-0.0692840578819773,0.00400122976303101,apf,,,,
58574.34908596007,0,-0.0873953630926746,0.0020996956825256297,apf,,,,
58586.2555305101,0,-0.0887333341672982,0.00281546020507812,apf,,,,
58586.25668750983,0,-0.0799410403189257,0.00281405353546143,apf,,,,
58586.25793751003,0,-0.08902135080152979,0.00268501782417297,apf,,,,
56607.58112483984,0,0.11820574583330401,0.00252345180511475,apf,,,,
56618.584366450086,0,0.118260680982995,0.00167321228981018,apf,,,,
56619.589496409986,0,0.118907225486203,0.0019297438859939599,apf,,,,
56626.57491717022,0,0.122379083775971,0.00179895746707916,apf,,,,
56628.549887100235,0,0.12014430264536599,0.00185205483436584,apf,,,,
56631.53400499001,0,0.11222394923894101,0.00237494778633118,apf,,,,
56662.56133789988,0,0.11669714427359301,0.00221354246139526,apf,,,,
56662.56278489996,0,0.115378552583664,0.00224213600158691,apf,,,,
56662.56427789992,0,0.11270272009115699,0.00219505047798157,apf,,,,
56663.52240386978,0,0.115863089119064,0.00221062183380127,apf,,,,
56663.52680286998,0,0.11711575754997401,0.0027599179744720497,apf,,,,
56663.52998586977,0,0.11450710774487101,0.00224658060073853,apf,,,,
52040.3242200003,0,0.148119995117,0.0035999999046300007,lick,,,,
52041.25976999989,0,0.14810000610399998,0.0034200000762900002,lick,,,,
52042.23632999975,0,0.142800003052,0.004130000114440001,lick,,,,
52631.54650999978,0,0.0395299987793,0.0015,lick,,,,
52656.573540000245,0,0.0202600002289,0.0018300000429199998,lick,,,,
52688.474209999666,0,-0.0030999999046300002,0.0026600000858300003,lick,,,,
52706.42538999999,0,0.00137000000477,0.00165999996662,lick,,,,
52707.37816999992,0,0.0012300000190700001,0.0015099999904600002,lick,,,,
52722.39655000018,0,0.011880000114400002,0.0020599999427799998,lick,,,,
52723.37555,0,0.00997000026703,0.00186000001431,lick,,,,
52990.57910000021,0,-0.0606500015259,0.00232999992371,lick,,,,
53008.58495999966,0,-0.0709700012207,0.00228999996185,lick,,,,
53020.47558999993,0,-0.0647399978638,0.00322000002861,lick,,,,
53079.42011999991,0,-0.0785599975586,0.00189999997616,lick,,,,
53102.32324000029,0,-0.105220001221,0.0024700000286099998,lick,,,,
53132.25292999996,0,-0.105709999084,0.003,lick,,,,
53388.47319000028,0,-0.188369995117,0.00275,lick,,,,
53403.51025999989,0,-0.185240005493,0.00211999988556,lick,,,,
53896.21082999976,0,-0.366959991455,0.00275,lick,,,,
53897.1829400002,0,-0.371130004883,0.00245000004768,lick,,,,
54102.57317999983,0,-0.420149993896,0.00282999992371,lick,,,,
54165.38292000024,0,-0.43797000122099994,0.0033599998951,lick,,,,
54461.54483000003,0,-0.532969970703,0.00257999992371,lick,,,,
56401.0,1,,,,1278.0,25.0,-2.55,1.3
57467.0,1,,,,1467.59,20,13.1,1
58928.0,1,,,,1696.75,16.73,26.22,0.94


